dew,humidity,pressure,rainfall,rainrate,temperature,timestamp,volt
25.09253,94.4902,1011.749,0.0,0.0,26.04944,2025-05-01 00:39:36+07:00,4.215
25.09457,94.50164,1011.695,0.0,0.0,26.04944,2025-05-01 00:40:36+07:00,4.215
25.13263,94.73052,1011.676,0.0,0.0,26.04677,2025-05-01 00:41:36+07:00,4.21375
25.13449,94.78584,1011.652,0.0,0.0,26.03876,2025-05-01 00:42:36+07:00,4.21375
25.13669,94.75342,1011.643,0.0,0.0,26.04677,2025-05-01 00:43:36+07:00,4.2075
25.13607,94.76486,1011.662,0.0,0.0,26.0441,2025-05-01 00:44:36+07:00,4.21625
25.10948,94.65995,1011.648,0.0,0.0,26.03609,2025-05-01 00:45:36+07:00,4.215
25.13522,94.71526,1011.666,0.0,0.0,26.05211,2025-05-01 00:46:36+07:00,4.2025
25.12957,94.71336,1011.653,0.0,0.0,26.04677,2025-05-01 00:47:36+07:00,4.215
25.14109,94.77821,1011.65,0.0,0.0,26.04677,2025-05-01 00:48:36+07:00,4.215
25.10661,94.68856,1011.619,0.0,0.0,26.02808,2025-05-01 00:49:36+07:00,4.21375
25.11478,94.65995,1011.626,0.0,0.0,26.04143,2025-05-01 00:50:36+07:00,4.21375
25.10236,94.6199,1011.617,0.0,0.0,26.03609,2025-05-01 00:51:36+07:00,4.21375
25.08361,94.57412,1011.601,0.0,0.0,26.02541,2025-05-01 00:52:36+07:00,4.215
25.08416,94.54742,1011.564,0.0,0.0,26.03075,2025-05-01 00:53:36+07:00,4.21375
25.05922,94.52644,1011.555,0.0,0.0,26.00938,2025-05-01 00:54:36+07:00,4.215
25.07273,94.58747,1011.513,0.0,0.0,26.01205,2025-05-01 00:55:36+07:00,4.21625
25.07626,94.72671,1011.499,0.0,0.0,25.99069,2025-05-01 00:56:36+07:00,4.21375
25.05632,94.62943,1011.492,0.0,0.0,25.98802,2025-05-01 00:57:36+07:00,4.215
25.0573,94.70954,1011.475,0.0,0.0,25.97467,2025-05-01 00:58:36+07:00,4.21625
25.05922,94.78012,1011.474,0.0,0.0,25.96399,2025-05-01 00:59:36+07:00,4.215
25.05651,94.76486,1011.464,0.0,0.0,25.96399,2025-05-01 01:00:36+07:00,4.21625
25.05036,94.71526,1011.47,0.0,0.0,25.96666,2025-05-01 01:01:36+07:00,4.21375
25.01745,94.60464,1011.452,0.0,0.0,25.95331,2025-05-01 01:02:36+07:00,4.21375
24.98194,94.50927,1011.455,0.0,0.0,25.93462,2025-05-01 01:03:36+07:00,4.2125
24.99951,94.59319,1011.452,0.0,0.0,25.93729,2025-05-01 01:04:36+07:00,4.21375
24.99122,94.59129,1011.453,0.0,0.0,25.92928,2025-05-01 01:05:36+07:00,4.215
24.9656,94.56649,1011.444,0.0,0.0,25.90791,2025-05-01 01:06:36+07:00,4.21375
24.98197,94.59892,1011.426,0.0,0.0,25.91859,2025-05-01 01:07:36+07:00,4.21375
24.95523,94.62753,1011.445,0.0,0.0,25.88655,2025-05-01 01:08:36+07:00,4.21625
24.96825,94.56649,1011.419,0.0,0.0,25.91058,2025-05-01 01:09:36+07:00,4.215
24.9892,94.75914,1011.407,0.0,0.0,25.89723,2025-05-01 01:10:36+07:00,4.2
24.98084,94.83162,1011.372,0.0,0.0,25.87587,2025-05-01 01:11:36+07:00,4.21375
24.95625,94.72289,1011.382,0.0,0.0,25.87053,2025-05-01 01:12:36+07:00,4.21625
24.93323,94.59319,1011.376,0.0,0.0,25.87053,2025-05-01 01:13:36+07:00,4.2025
24.93041,94.63706,1011.348,0.0,0.0,25.85985,2025-05-01 01:14:36+07:00,4.21375
24.95663,94.82971,1011.327,0.0,0.0,25.85184,2025-05-01 01:15:36+07:00,4.21625
24.95743,94.7744,1011.323,0.0,0.0,25.86252,2025-05-01 01:16:36+07:00,4.20625
24.94519,94.78012,1011.329,0.0,0.0,25.84917,2025-05-01 01:17:36+07:00,4.21375
24.92844,94.73052,1011.304,0.0,0.0,25.84116,2025-05-01 01:18:36+07:00,4.21375
24.91817,94.73243,1011.281,0.0,0.0,25.83047,2025-05-01 01:19:36+07:00,4.2
24.9404,94.73815,1011.28,0.0,0.0,25.85184,2025-05-01 01:20:36+07:00,4.2125
24.91731,94.77249,1011.269,0.0,0.0,25.82246,2025-05-01 01:21:36+07:00,4.215
24.9132,94.73434,1011.24,0.0,0.0,25.82513,2025-05-01 01:22:36+07:00,4.215
24.92758,94.77058,1011.224,0.0,0.0,25.83315,2025-05-01 01:23:36+07:00,4.2175
24.94323,94.99374,1011.223,0.0,0.0,25.80911,2025-05-01 01:24:36+07:00,4.2125
24.96106,95.07957,1011.214,0.0,0.0,25.81178,2025-05-01 01:25:36+07:00,4.215
24.97302,95.0872,1011.22,0.0,0.0,25.82246,2025-05-01 01:26:36+07:00,4.215
24.92678,95.03571,1011.224,0.0,0.0,25.78508,2025-05-01 01:27:36+07:00,4.21625
24.92997,94.99374,1011.215,0.0,0.0,25.79576,2025-05-01 01:28:36+07:00,4.21375
24.94425,94.99947,1011.241,0.0,0.0,25.80911,2025-05-01 01:29:36+07:00,4.20125
24.91116,94.91745,1011.224,0.0,0.0,25.79042,2025-05-01 01:30:36+07:00,4.215
24.91975,94.90601,1011.221,0.0,0.0,25.8011,2025-05-01 01:31:36+07:00,4.21375
24.91864,94.86977,1011.228,0.0,0.0,25.80644,2025-05-01 01:32:36+07:00,4.21375
24.89134,94.83543,1011.236,0.0,0.0,25.78508,2025-05-01 01:33:36+07:00,4.215
24.867,94.6981,1011.212,0.0,0.0,25.78508,2025-05-01 01:34:36+07:00,4.215
24.88703,94.6466,1011.223,0.0,0.0,25.81445,2025-05-01 01:35:36+07:00,4.21375
24.85747,94.62943,1011.196,0.0,0.0,25.78775,2025-05-01 01:36:36+07:00,4.19875
24.85933,94.5951,1011.202,0.0,0.0,25.79576,2025-05-01 01:37:36+07:00,4.215
24.85453,94.64278,1011.2,0.0,0.0,25.78241,2025-05-01 01:38:36+07:00,4.2125
24.85735,94.59892,1011.183,0.0,0.0,25.79309,2025-05-01 01:39:36+07:00,4.215
24.87235,94.71336,1011.179,0.0,0.0,25.78775,2025-05-01 01:40:36+07:00,4.215
24.88748,94.87358,1011.136,0.0,0.0,25.7744,2025-05-01 01:41:36+07:00,4.21375
24.90388,94.92126,1011.14,0.0,0.0,25.78241,2025-05-01 01:42:36+07:00,4.21375
24.90396,95.05669,1011.121,0.0,0.0,25.75838,2025-05-01 01:43:36+07:00,4.21375
24.96178,95.21881,1011.116,0.0,0.0,25.78775,2025-05-01 01:44:36+07:00,4.215
24.93251,95.18829,1011.091,0.0,0.0,25.76372,2025-05-01 01:45:36+07:00,4.215
24.92838,95.13489,1011.081,0.0,0.0,25.76906,2025-05-01 01:46:36+07:00,4.215
24.92628,95.09293,1011.05,0.0,0.0,25.7744,2025-05-01 01:47:36+07:00,4.21125
24.91533,95.09102,1011.028,0.0,0.0,25.76372,2025-05-01 01:48:36+07:00,4.215
24.95166,95.28176,1011.041,0.0,0.0,25.76639,2025-05-01 01:49:36+07:00,4.21375
24.93569,95.2665,1011.032,0.0,0.0,25.75304,2025-05-01 01:50:36+07:00,4.21375
24.91321,95.16922,1011.013,0.0,0.0,25.74769,2025-05-01 01:51:36+07:00,4.215
24.91068,95.215,1011.0,0.0,0.0,25.73701,2025-05-01 01:52:36+07:00,4.215
24.90832,95.20164,1011.009,0.0,0.0,25.73701,2025-05-01 01:53:36+07:00,4.21625
24.90033,95.06622,1011.006,0.0,0.0,25.75304,2025-05-01 01:54:36+07:00,4.2125
24.87644,94.94606,1011.002,0.0,0.0,25.75037,2025-05-01 01:55:36+07:00,4.21125
24.87189,94.98039,1011.032,0.0,0.0,25.73968,2025-05-01 01:56:36+07:00,4.2025
24.86285,95.06432,1010.998,0.0,0.0,25.71564,2025-05-01 01:57:36+07:00,4.2125
24.86609,95.03761,1010.998,0.0,0.0,25.72366,2025-05-01 01:58:36+07:00,4.21
24.86314,95.05096,1011.018,0.0,0.0,25.71832,2025-05-01 01:59:36+07:00,4.21625
24.87796,95.13489,1011.009,0.0,0.0,25.71832,2025-05-01 02:00:36+07:00,4.21375
24.8887,95.18066,1011.002,0.0,0.0,25.72099,2025-05-01 02:01:36+07:00,4.20875
24.87408,95.17303,1011.009,0.0,0.0,25.70763,2025-05-01 02:02:36+07:00,4.21375
24.86293,95.09483,1010.998,0.0,0.0,25.7103,2025-05-01 02:03:36+07:00,4.21125
24.85237,95.24551,1010.992,0.0,0.0,25.67292,2025-05-01 02:05:36+07:00,4.21625
24.83337,95.07767,1011.024,0.0,0.0,25.6836,2025-05-01 02:06:36+07:00,4.215
24.80919,95.09102,1011.018,0.0,0.0,25.6569,2025-05-01 02:07:36+07:00,4.215
24.82688,95.13107,1011.035,0.0,0.0,25.66758,2025-05-01 02:08:36+07:00,4.2125
24.83608,95.22835,1011.056,0.0,0.0,25.65957,2025-05-01 02:09:36+07:00,4.215
24.77684,95.14824,1011.077,0.0,0.0,25.61417,2025-05-01 02:10:36+07:00,4.21625
24.8341,95.23216,1011.079,0.0,0.0,25.6569,2025-05-01 02:11:36+07:00,4.215
24.82819,95.25887,1011.064,0.0,0.0,25.64622,2025-05-01 02:12:36+07:00,4.215
24.81582,95.21881,1011.053,0.0,0.0,25.64088,2025-05-01 02:13:36+07:00,4.19875
24.80692,95.24361,1011.086,0.0,0.0,25.62753,2025-05-01 02:15:36+07:00,4.2175
24.79302,95.25506,1011.116,0.0,0.0,25.6115,2025-05-01 02:16:36+07:00,4.21375
24.81066,95.27985,1011.115,0.0,0.0,25.62486,2025-05-01 02:17:36+07:00,4.215
24.80255,95.21881,1011.137,0.0,0.0,25.62753,2025-05-01 02:18:36+07:00,4.2125
24.79676,95.15587,1011.155,0.0,0.0,25.63287,2025-05-01 02:19:36+07:00,4.215
24.7571,95.08148,1011.172,0.0,0.0,25.60616,2025-05-01 02:20:36+07:00,4.21375
24.74627,95.12535,1011.161,0.0,0.0,25.58747,2025-05-01 02:21:36+07:00,4.2125
24.72258,95.06622,1011.172,0.0,0.0,25.57412,2025-05-01 02:22:36+07:00,4.2125
24.70004,95.07385,1011.169,0.0,0.0,25.55009,2025-05-01 02:23:36+07:00,4.215
24.70378,95.11009,1011.15,0.0,0.0,25.54742,2025-05-01 02:24:36+07:00,4.2175
24.70744,95.11581,1011.16,0.0,0.0,25.55009,2025-05-01 02:25:36+07:00,4.215
24.7213,95.22453,1011.156,0.0,0.0,25.54475,2025-05-01 02:26:36+07:00,4.21625
24.75823,95.43435,1011.128,0.0,0.0,25.54475,2025-05-01 02:27:36+07:00,4.21625
24.76702,95.52972,1011.118,0.0,0.0,25.53674,2025-05-01 02:29:36+07:00,4.2125
24.74643,95.51827,1011.112,0.0,0.0,25.51804,2025-05-01 02:30:36+07:00,4.215
24.73492,95.39239,1011.125,0.0,0.0,25.52872,2025-05-01 02:31:36+07:00,4.215
24.7057,95.37713,1011.104,0.0,0.0,25.50202,2025-05-01 02:32:36+07:00,4.215
24.72055,95.34089,1011.086,0.0,0.0,25.52338,2025-05-01 02:33:36+07:00,4.21375
24.70737,95.38667,1011.081,0.0,0.0,25.50202,2025-05-01 02:34:36+07:00,4.215
24.72914,95.49538,1011.062,0.0,0.0,25.50469,2025-05-01 02:35:36+07:00,4.21625
24.73388,95.5526,1011.065,0.0,0.0,25.49935,2025-05-01 02:36:36+07:00,4.21625
24.71323,95.51064,1011.062,0.0,0.0,25.486,2025-05-01 02:37:36+07:00,4.2175
24.7785,95.6556,1011.053,0.0,0.0,25.52605,2025-05-01 02:38:36+07:00,4.215
24.80091,95.7834,1011.054,0.0,0.0,25.52605,2025-05-01 02:39:36+07:00,4.20625
24.8194,96.01038,1011.064,0.0,0.0,25.50469,2025-05-01 02:40:36+07:00,4.2125
24.84437,96.10765,1011.043,0.0,0.0,25.5127,2025-05-01 02:41:36+07:00,4.215
24.83409,96.12482,1011.048,0.0,0.0,25.49935,2025-05-01 02:42:36+07:00,4.20875
24.84439,96.13817,1011.015,0.0,0.0,25.50736,2025-05-01 02:43:36+07:00,4.21625
24.84068,96.04089,1010.995,0.0,0.0,25.52071,2025-05-01 02:44:36+07:00,4.2175
24.80537,95.91501,1010.998,0.0,0.0,25.50736,2025-05-01 02:45:36+07:00,4.2075
24.81259,95.8349,1011.004,0.0,0.0,25.52872,2025-05-01 02:46:36+07:00,4.215
24.79796,95.81201,1011.018,0.0,0.0,25.51804,2025-05-01 02:47:36+07:00,4.21375
24.80227,95.80629,1011.033,0.0,0.0,25.52338,2025-05-01 02:48:36+07:00,4.2
24.82093,95.86732,1011.015,0.0,0.0,25.53139,2025-05-01 02:49:36+07:00,4.215
24.78867,95.81964,1011.02,0.0,0.0,25.50736,2025-05-01 02:50:36+07:00,4.215
24.79328,95.78531,1011.042,0.0,0.0,25.51804,2025-05-01 02:51:36+07:00,4.215
24.79057,95.73952,1011.041,0.0,0.0,25.52338,2025-05-01 02:52:36+07:00,4.21375
24.80754,95.77577,1011.043,0.0,0.0,25.53407,2025-05-01 02:53:36+07:00,4.21375
24.84319,95.88831,1011.068,0.0,0.0,25.55009,2025-05-01 02:54:36+07:00,4.21625
24.86419,95.96269,1011.037,0.0,0.0,25.5581,2025-05-01 02:55:36+07:00,4.21625
24.80123,95.77005,1011.009,0.0,0.0,25.52872,2025-05-01 02:57:36+07:00,4.21375
24.75076,95.52781,1011.029,0.0,0.0,25.52071,2025-05-01 02:58:36+07:00,4.215
24.7464,95.50301,1011.013,0.0,0.0,25.52071,2025-05-01 02:59:36+07:00,4.21375
24.77105,95.5526,1010.99,0.0,0.0,25.53674,2025-05-01 03:00:36+07:00,4.21375
24.77274,95.5774,1010.988,0.0,0.0,25.53407,2025-05-01 03:01:36+07:00,4.2125
24.78214,95.64606,1010.985,0.0,0.0,25.53139,2025-05-01 03:02:36+07:00,4.2125
24.81222,95.80247,1010.975,0.0,0.0,25.53407,2025-05-01 03:03:36+07:00,4.215
24.82056,95.8349,1010.974,0.0,0.0,25.53674,2025-05-01 03:04:36+07:00,4.2125
24.78399,95.79294,1010.974,0.0,0.0,25.50736,2025-05-01 03:05:36+07:00,4.21375
24.76631,95.72236,1011.004,0.0,0.0,25.50202,2025-05-01 03:06:36+07:00,4.21375
24.79829,95.81392,1010.999,0.0,0.0,25.51804,2025-05-01 03:07:36+07:00,4.215
24.82128,95.88449,1011.012,0.0,0.0,25.52872,2025-05-01 03:08:36+07:00,4.2125
24.8243,95.91692,1010.988,0.0,0.0,25.52605,2025-05-01 03:09:36+07:00,4.215
24.81696,95.89021,1011.016,0.0,0.0,25.52338,2025-05-01 03:10:36+07:00,4.21375
24.83265,95.97986,1011.005,0.0,0.0,25.52338,2025-05-01 03:11:36+07:00,4.20875
24.81839,95.9894,1011.008,0.0,0.0,25.50736,2025-05-01 03:12:36+07:00,4.215
24.81941,96.02563,1011.02,0.0,0.0,25.50202,2025-05-01 03:13:36+07:00,4.215
24.83797,95.97986,1011.016,0.0,0.0,25.52872,2025-05-01 03:14:36+07:00,4.2025
24.80908,95.98177,1011.024,0.0,0.0,25.49935,2025-05-01 03:15:36+07:00,4.215
24.83465,95.97604,1011.036,0.0,0.0,25.52605,2025-05-01 03:16:36+07:00,4.21625
24.82801,95.98367,1011.027,0.0,0.0,25.51804,2025-05-01 03:17:36+07:00,4.20625
24.83805,96.08667,1011.015,0.0,0.0,25.51003,2025-05-01 03:18:36+07:00,4.215
24.86095,96.06569,1011.031,0.0,0.0,25.53674,2025-05-01 03:19:36+07:00,4.21375
24.84432,96.03136,1011.029,0.0,0.0,25.52605,2025-05-01 03:20:36+07:00,4.21375
24.81702,95.95125,1011.037,0.0,0.0,25.5127,2025-05-01 03:21:36+07:00,4.21375
24.84124,95.92264,1011.036,0.0,0.0,25.54208,2025-05-01 03:22:36+07:00,4.21375
24.81997,95.90738,1011.036,0.0,0.0,25.52338,2025-05-01 03:23:36+07:00,4.21375
24.81228,95.84825,1011.036,0.0,0.0,25.52605,2025-05-01 03:24:36+07:00,4.21375
24.80153,95.74143,1011.036,0.0,0.0,25.53407,2025-05-01 03:25:36+07:00,4.215
24.78596,95.77386,1011.054,0.0,0.0,25.5127,2025-05-01 03:26:36+07:00,4.215
24.7704,95.80629,1011.02,0.0,0.0,25.49134,2025-05-01 03:27:36+07:00,4.21125
24.80935,95.90738,1011.025,0.0,0.0,25.5127,2025-05-01 03:28:36+07:00,4.215
24.81509,96.0161,1011.015,0.0,0.0,25.49935,2025-05-01 03:29:36+07:00,4.20875
24.81438,95.96651,1011.0,0.0,0.0,25.50736,2025-05-01 03:30:36+07:00,4.2125
24.82405,96.02182,1010.989,0.0,0.0,25.50736,2025-05-01 03:31:36+07:00,4.2025
24.8141,96.02563,1010.996,0.0,0.0,25.49668,2025-05-01 03:32:36+07:00,4.2125
24.82143,96.0676,1010.967,0.0,0.0,25.49668,2025-05-01 03:33:36+07:00,4.215
24.83239,96.0695,1010.989,0.0,0.0,25.50736,2025-05-01 03:34:36+07:00,4.215
24.82476,96.07141,1010.971,0.0,0.0,25.49935,2025-05-01 03:35:36+07:00,4.205
24.83701,96.01991,1010.942,0.0,0.0,25.52071,2025-05-01 03:36:36+07:00,4.215
24.80242,95.95888,1010.934,0.0,0.0,25.49668,2025-05-01 03:37:36+07:00,4.21375
24.81309,96.00465,1010.939,0.0,0.0,25.49935,2025-05-01 03:38:36+07:00,4.20375
24.81709,96.02754,1010.936,0.0,0.0,25.49935,2025-05-01 03:39:36+07:00,4.21375
24.82071,95.98749,1010.929,0.0,0.0,25.51003,2025-05-01 03:40:36+07:00,4.215
24.79247,95.96269,1010.945,0.0,0.0,25.486,2025-05-01 03:41:36+07:00,4.2
24.84063,95.97986,1010.957,0.0,0.0,25.53139,2025-05-01 03:42:36+07:00,4.21375
24.80976,96.00084,1010.95,0.0,0.0,25.49668,2025-05-01 03:43:36+07:00,4.21625
24.84799,96.05234,1010.929,0.0,0.0,25.52605,2025-05-01 03:44:36+07:00,4.21375
24.83928,95.95697,1010.939,0.0,0.0,25.53407,2025-05-01 03:45:36+07:00,4.2125
24.80604,95.91882,1010.922,0.0,0.0,25.50736,2025-05-01 03:46:36+07:00,4.21625
24.80904,95.93599,1010.929,0.0,0.0,25.50736,2025-05-01 03:47:36+07:00,4.215
24.82868,95.98749,1010.92,0.0,0.0,25.51804,2025-05-01 03:48:36+07:00,4.21375
24.83765,95.99321,1010.913,0.0,0.0,25.52605,2025-05-01 03:49:36+07:00,4.21375
24.79375,95.90929,1010.926,0.0,0.0,25.49668,2025-05-01 03:50:36+07:00,4.21125
24.77831,95.76051,1010.927,0.0,0.0,25.50736,2025-05-01 03:51:36+07:00,4.2125
24.7574,95.76242,1010.927,0.0,0.0,25.486,2025-05-01 03:52:36+07:00,4.215
24.77077,95.83871,1010.939,0.0,0.0,25.486,2025-05-01 03:54:36+07:00,4.215
24.74149,95.77768,1010.933,0.0,0.0,25.46731,2025-05-01 03:55:36+07:00,4.215
24.77479,95.87686,1010.917,0.0,0.0,25.48333,2025-05-01 03:56:36+07:00,4.21125
24.73853,95.80629,1010.897,0.0,0.0,25.4593,2025-05-01 03:57:36+07:00,4.21375
24.75855,95.90547,1010.9,0.0,0.0,25.46197,2025-05-01 03:58:36+07:00,4.215
24.75691,95.92645,1010.902,0.0,0.0,25.45663,2025-05-01 03:59:36+07:00,4.2125
24.74762,95.93408,1010.892,0.0,0.0,25.44595,2025-05-01 04:00:36+07:00,4.21375
24.78886,96.03326,1010.905,0.0,0.0,25.46998,2025-05-01 04:01:36+07:00,4.21375
24.80252,96.09621,1010.914,0.0,0.0,25.47265,2025-05-01 04:02:36+07:00,4.215
24.79223,96.11337,1010.915,0.0,0.0,25.4593,2025-05-01 04:03:36+07:00,4.215
24.81915,96.13054,1010.895,0.0,0.0,25.48333,2025-05-01 04:04:36+07:00,4.21125
24.80518,96.09621,1010.898,0.0,0.0,25.47532,2025-05-01 04:05:36+07:00,4.2125
24.7932,96.05806,1010.931,0.0,0.0,25.46998,2025-05-01 04:06:36+07:00,4.2125
24.79185,96.01991,1010.944,0.0,0.0,25.47532,2025-05-01 04:07:36+07:00,4.2125
24.77121,95.96269,1010.938,0.0,0.0,25.46464,2025-05-01 04:08:36+07:00,4.215
24.77385,95.93217,1010.941,0.0,0.0,25.47265,2025-05-01 04:09:36+07:00,4.21375
24.76479,95.8349,1010.954,0.0,0.0,25.48066,2025-05-01 04:10:36+07:00,4.2125
24.77286,95.94171,1010.961,0.0,0.0,25.46998,2025-05-01 04:11:36+07:00,4.215
24.78974,95.8864,1010.958,0.0,0.0,25.49668,2025-05-01 04:12:36+07:00,4.2125
24.74247,95.76814,1010.977,0.0,0.0,25.46998,2025-05-01 04:13:36+07:00,4.21375
24.72843,95.68803,1011.016,0.0,0.0,25.46998,2025-05-01 04:14:36+07:00,4.2125
24.73811,95.72808,1011.027,0.0,0.0,25.47265,2025-05-01 04:15:36+07:00,4.2125
24.71779,95.67277,1011.01,0.0,0.0,25.46197,2025-05-01 04:16:36+07:00,4.21375
24.74662,95.64034,1011.01,0.0,0.0,25.49668,2025-05-01 04:17:36+07:00,4.2125
24.74426,95.61173,1010.993,0.0,0.0,25.49935,2025-05-01 04:18:36+07:00,4.215
24.73096,95.59647,1011.007,0.0,0.0,25.48867,2025-05-01 04:19:36+07:00,4.215
24.71192,95.51827,1011.011,0.0,0.0,25.48333,2025-05-01 04:20:36+07:00,4.215
24.71452,95.48775,1011.029,0.0,0.0,25.49134,2025-05-01 04:21:36+07:00,4.215
24.72517,95.50301,1011.045,0.0,0.0,25.49935,2025-05-01 04:22:36+07:00,4.20125
24.71386,95.48394,1011.023,0.0,0.0,25.49134,2025-05-01 04:23:36+07:00,4.215
24.7179,95.52209,1011.039,0.0,0.0,25.48867,2025-05-01 04:24:36+07:00,4.21375
24.72821,95.53544,1011.05,0.0,0.0,25.49668,2025-05-01 04:25:36+07:00,4.215
24.75155,95.60792,1011.034,0.0,0.0,25.50736,2025-05-01 04:26:36+07:00,4.2125
24.73504,95.66514,1011.013,0.0,0.0,25.48066,2025-05-01 04:27:36+07:00,4.2125
24.75331,95.67849,1011.021,0.0,0.0,25.49668,2025-05-01 04:28:36+07:00,4.21375
24.71737,95.60983,1011.026,0.0,0.0,25.47265,2025-05-01 04:29:36+07:00,4.215
24.7184,95.63081,1011.041,0.0,0.0,25.46998,2025-05-01 04:30:36+07:00,4.20875
24.70601,95.56023,1011.077,0.0,0.0,25.46998,2025-05-01 04:31:36+07:00,4.21375
24.67842,95.52399,1011.054,0.0,0.0,25.44862,2025-05-01 04:32:36+07:00,4.2125
24.66937,95.4725,1011.051,0.0,0.0,25.44862,2025-05-01 04:33:36+07:00,4.21125
24.65981,95.50874,1011.067,0.0,0.0,25.43259,2025-05-01 04:34:36+07:00,4.2125
24.68547,95.57931,1011.046,0.0,0.0,25.44595,2025-05-01 04:35:36+07:00,4.20375
24.6603,95.61745,1011.061,0.0,0.0,25.4139,2025-05-01 04:36:36+07:00,4.215
24.6377,95.59457,1011.072,0.0,0.0,25.39521,2025-05-01 04:37:36+07:00,4.21375
24.65139,95.65751,1011.107,0.0,0.0,25.39788,2025-05-01 04:38:36+07:00,4.215
24.63947,95.6804,1011.097,0.0,0.0,25.38186,2025-05-01 04:39:36+07:00,4.2125
24.64556,95.77577,1011.112,0.0,0.0,25.37118,2025-05-01 04:40:36+07:00,4.215
24.64026,95.79103,1011.106,0.0,0.0,25.36317,2025-05-01 04:41:36+07:00,4.21375
24.64956,95.79866,1011.123,0.0,0.0,25.37118,2025-05-01 04:42:36+07:00,4.21375
24.66325,95.89212,1011.126,0.0,0.0,25.36851,2025-05-01 04:43:36+07:00,4.21375
24.65696,95.90166,1011.119,0.0,0.0,25.3605,2025-05-01 04:44:36+07:00,4.215
